0, 0, 2.64036536217, 0.81359744072, 1.14628314972
0, 1, 2.60376262665, 0.862177968025, 1.11055505276
0, 2, 2.77905535698, 1.00911974907, 1.2789324522
0, 3, 2.75408577919, 1.06385672092, 1.25150632858
1, 0, 2.59027099609, 0.00446525216103, 1.10464370251
1, 1, 2.59116625786, 0.0618202090263, 1.1046423912
1, 2, 3.20445919037, 0.00482758879662, 1.70007634163
1, 3, 3.20312380791, 0.0581116080284, 1.7000772953
2, 0, 2.72917032242, -0.937298715115, 1.26314115524
2, 1, 2.72668671608, -0.886342048645, 1.25718402863
2, 2, 2.86111116409, -0.930755794048, 1.39413952827
2, 3, 2.87447834015, -0.885820388794, 1.40008735657
3, 0, 2.17144465446, 0.192790061235, 0.694952964783
3, 1, 2.17754364014, 0.451635718346, 0.69495755434
3, 2, 2.21074748039, 0.191743075848, 0.730676412582
3, 3, 2.2141931057, 0.451651453972, 0.730683624744
4, 0, 1.62949001789, 1.28704631329, 0.130009174347
4, 1, 1.61685156822, 1.57349991798, 0.121252536774
4, 2, 1.67268240452, 1.28826773167, 0.162909507751
4, 3, 1.65682077408, 1.57333087921, 0.162935853004
5, 0, 1.61893498898, -1.32346749306, 0.188866972923
5, 1, 1.63179028034, -1.01674771309, 0.194828510284
5, 2, 1.66182088852, -1.32442498207, 0.224587678909
5, 3, 1.67999148369, -1.01805770397, 0.242464661598
6, 0, 1.56307554245, -1.76784288883, 0.13788485527
6, 1, 1.57519125938, -1.55917525291, 0.136421084404
6, 2, 1.6007488966, -1.77161443233, 0.177674174309
6, 3, 1.59923136234, -1.56042790413, 0.165376543999
7, 0, 1.25574707985, -0.12481380254, -0.205726385117
7, 1, 1.24266910553, 0.21337684989, -0.223478794098
7, 2, 1.2934731245, -0.123282499611, -0.164415836334
7, 3, 1.28544068336, 0.216900110245, -0.188184857368
